Unnamed: 0,property_type,claim_id,claim_amount,property_value,pml,deductible,claim_status,payment,incident_date,payment_date,incident_type
8859,house,a3405e87,195910.0,68000.0,14000.0,1000.0,settled,194910,2010-11-15,2011-02-13,fire
8860,house,894e37b5,198190.0,773000.0,155000.0,2000.0,open,20000,2017-12-09,2018-03-09,theft
8861,house,2f5363af,185190.0,566000.0,113000.0,2000.0,settled,183190,2012-07-03,2012-10-01,water damage
8862,house,1d1b3530,195340.0,140000.0,28000.0,5000.0,settled,190340,2004-05-11,2004-08-09,water damage
8863,house,f2d672a5,198900.0,352000.0,70000.0,2000.0,settled,196900,2016-05-20,2016-08-18,nat cat
8864,house,24d3b506,205680.0,292000.0,58000.0,5000.0,settled,200680,2006-09-27,2006-12-26,water damage
8865,house,756216c9,190340.0,282000.0,56000.0,500.0,settled,189840,2023-09-20,2023-12-19,water damage
8866,house,d3f9689e,202910.0,424000.0,85000.0,1000.0,settled,201910,2017-07-06,2017-10-04,water damage
8867,house,0b949487,178900.0,486000.0,97000.0,1000.0,settled,177900,2012-06-17,2012-09-15,nat cat
8868,house,d8bc9331,204210.0,553000.0,111000.0,2000.0,settled,202210,2016-07-20,2016-10-18,water damage
8869,house,afa816f2,189540.0,516000.0,103000.0,500.0,settled,189040,2021-06-18,2021-09-16,nat cat
8870,house,5d9c7735,219170.0,341000.0,68000.0,500.0,settled,218670,2007-12-01,2008-02-29,fire
8871,house,6e44f760,193200.0,861000.0,172000.0,500.0,under investigation,0,2013-11-30,,water damage
8872,house,7a63a128,205560.0,269000.0,54000.0,5000.0,open,20000,2010-03-21,2010-06-19,theft
8873,house,c736cb2d,199850.0,479000.0,96000.0,500.0,denied,0,2012-01-20,,water damage
8874,house,eebdf46c,200580.0,246000.0,49000.0,2000.0,settled,198580,2019-07-24,2019-10-22,fire
8875,house,5b188746,193180.0,368000.0,74000.0,5000.0,settled,188180,2022-08-27,2022-11-25,fire
8876,house,7291a8ac,173060.0,426000.0,85000.0,5000.0,settled,168060,2008-10-05,2009-01-03,fire
8877,house,717cda1d,214720.0,349000.0,70000.0,2000.0,settled,212720,2009-03-04,2009-06-02,fire
8878,house,518c6e39,174670.0,570000.0,114000.0,1000.0,settled,173670,2008-01-25,2008-04-24,nat cat
8879,house,ae7c550f,193700.0,616000.0,123000.0,500.0,settled,193200,2023-01-18,2023-04-18,fire
8880,house,5601654c,195390.0,454000.0,91000.0,500.0,settled,194890,2011-04-07,2011-07-06,nat cat
8881,house,7c6c6e2b,183780.0,632000.0,126000.0,2000.0,settled,181780,2010-07-10,2010-10-08,fire
8882,house,e59eca66,175530.0,428000.0,86000.0,1000.0,settled,174530,2004-02-06,2004-05-06,fire
8883,house,5d2a6517,201990.0,485000.0,97000.0,5000.0,settled,196990,2018-06-27,2018-09-25,fire
8884,house,9c188103,203180.0,590000.0,118000.0,1000.0,open,20000,2008-10-17,2009-01-15,theft
8885,house,86ea2f1a,217560.0,403000.0,81000.0,500.0,under investigation,0,2014-02-20,,fire
8886,house,503acf88,191100.0,302000.0,60000.0,1000.0,settled,190100,2021-02-01,2021-05-02,fire
8887,house,caf08337,201850.0,256000.0,51000.0,5000.0,settled,196850,2011-04-01,2011-06-30,fire
8888,house,760b692d,196900.0,411000.0,82000.0,2000.0,settled,194900,2018-01-13,2018-04-13,nat cat
8889,house,f4020016,196950.0,295000.0,59000.0,500.0,settled,196450,2011-05-05,2011-08-03,other
8890,house,de53287a,191460.0,406000.0,81000.0,500.0,under investigation,0,2010-06-29,,water damage
8891,house,743c9f47,205230.0,292000.0,58000.0,2000.0,settled,203230,2023-12-20,2024-03-19,water damage
8892,house,601e9757,197050.0,306000.0,61000.0,2000.0,settled,195050,2007-01-14,2007-04-14,water damage
8893,house,bb6e768e,192590.0,363000.0,73000.0,5000.0,settled,187590,2014-06-08,2014-09-06,fire
8894,house,467fdc55,204890.0,250000.0,50000.0,1000.0,settled,203890,2018-10-20,2019-01-18,fire
8895,house,dc722888,206510.0,230000.0,46000.0,500.0,settled,206010,2015-08-03,2015-11-01,nat cat
8896,house,489d436e,170850.0,404000.0,81000.0,1000.0,open,20000,2022-01-14,2022-04-14,theft
8897,house,632b9950,187850.0,443000.0,89000.0,1000.0,open,20000,2021-08-20,2021-11-18,theft
8898,house,cae6444c,201380.0,416000.0,83000.0,2000.0,settled,199380,2015-09-25,2015-12-24,fire
8899,house,1ef27638,212320.0,598000.0,120000.0,1000.0,settled,211320,2015-01-21,2015-04-21,fire
8900,house,2533a2a7,183540.0,383000.0,77000.0,500.0,under investigation,0,2014-04-07,,fire
8901,house,bb45ed06,215890.0,313000.0,63000.0,5000.0,open,20000,2015-09-11,2015-12-10,theft
8902,house,202e56c1,225100.0,739000.0,148000.0,500.0,settled,224600,2021-07-31,2021-10-29,nat cat
8903,house,da95ff1f,199860.0,293000.0,59000.0,5000.0,settled,194860,2022-05-20,2022-08-18,nat cat
8904,house,03060876,193330.0,610000.0,122000.0,5000.0,settled,188330,2018-07-19,2018-10-17,nat cat
8905,house,c048c5c1,192490.0,599000.0,120000.0,2000.0,settled,190490,2008-04-14,2008-07-13,fire
8906,house,8d168734,179600.0,238000.0,48000.0,500.0,settled,179100,2008-05-27,2008-08-25,nat cat
8907,house,ae160d61,184650.0,488000.0,98000.0,2000.0,denied,0,2018-05-30,,other
8908,house,b50c38bc,186430.0,237000.0,47000.0,2000.0,settled,184430,2013-03-25,2013-06-23,other
8909,house,fbc8e6c0,211360.0,329000.0,66000.0,1000.0,open,20000,2008-05-15,2008-08-13,theft
8910,house,4865f0b4,196690.0,611000.0,122000.0,500.0,settled,196190,2012-11-23,2013-02-21,fire
8911,house,675fe2de,171540.0,390000.0,78000.0,1000.0,denied,0,2022-05-21,,fire
8912,house,f1a5d40f,188220.0,368000.0,74000.0,2000.0,settled,186220,2011-06-30,2011-09-28,fire
8913,house,c4e79e7a,197950.0,479000.0,96000.0,500.0,settled,197450,2019-07-06,2019-10-04,fire
8914,house,146b4b8b,227890.0,39000.0,8000.0,5000.0,settled,222890,2018-08-24,2018-11-22,other
8915,house,e8e8fa01,211530.0,453000.0,91000.0,2000.0,settled,209530,2012-05-04,2012-08-02,water damage
8916,house,174b8e56,230210.0,6000.0,1000.0,500.0,denied,0,2010-03-09,,nat cat
8917,house,91f737a4,208000.0,372000.0,74000.0,1000.0,settled,207000,2005-10-11,2006-01-09,nat cat
8918,house,1afd96b0,192640.0,429000.0,86000.0,1000.0,settled,191640,2004-12-25,2005-03-25,nat cat
8919,house,5380c9cd,192430.0,573000.0,115000.0,500.0,denied,0,2009-08-08,,nat cat
8920,house,4c28dd51,189150.0,455000.0,91000.0,1000.0,denied,0,2007-11-09,,fire
8921,house,33abdb6a,174560.0,686000.0,137000.0,1000.0,settled,173560,2017-09-20,2017-12-19,nat cat
8922,house,d9ec4b88,199960.0,344000.0,69000.0,1000.0,settled,198960,2015-03-12,2015-06-10,fire
8923,house,12272ef7,211700.0,706000.0,141000.0,2000.0,settled,209700,2017-04-07,2017-07-06,water damage
8924,house,004fbf0b,197690.0,501000.0,100000.0,2000.0,settled,195690,2006-06-14,2006-09-12,nat cat
8925,house,3a61ce46,194560.0,456000.0,91000.0,1000.0,settled,193560,2006-07-17,2006-10-15,water damage
8926,house,8fa3cb75,185550.0,416000.0,83000.0,1000.0,settled,184550,2009-02-10,2009-05-11,water damage
8927,house,8e390e20,199840.0,462000.0,92000.0,1000.0,open,20000,2004-11-01,2005-01-30,theft
8928,house,ed4021bb,218700.0,769000.0,154000.0,5000.0,settled,213700,2013-11-28,2014-02-26,water damage
8929,house,acd3d8f1,199790.0,389000.0,78000.0,500.0,settled,199290,2020-11-12,2021-02-10,fire
8930,house,cb4d0288,190430.0,574000.0,115000.0,500.0,under investigation,0,2014-07-23,,fire
8931,house,b752cf6f,170150.0,424000.0,85000.0,1000.0,settled,169150,2012-07-11,2012-10-09,water damage
8932,house,66c70097,176900.0,532000.0,106000.0,5000.0,open,20000,2005-07-24,2005-10-22,theft
8933,house,6a4cdbf4,205250.0,320000.0,64000.0,2000.0,settled,203250,2023-10-11,2024-01-09,fire
8934,house,9d1fe908,193720.0,436000.0,87000.0,1000.0,open,20000,2008-01-06,2008-04-05,theft
8935,house,1096af15,182320.0,264000.0,53000.0,2000.0,settled,180320,2021-04-21,2021-07-20,fire
8936,house,94da4922,197920.0,370000.0,74000.0,1000.0,denied,0,2014-04-24,,water damage
8937,house,a6fb99ed,216320.0,612000.0,122000.0,500.0,settled,215820,2015-03-11,2015-06-09,nat cat
8938,house,e0858bb9,221050.0,252000.0,50000.0,2000.0,under investigation,0,2023-09-23,,water damage
8939,house,bbbb46f7,198440.0,418000.0,84000.0,2000.0,settled,196440,2022-12-22,2023-03-22,nat cat
8940,house,0d7c0122,212380.0,581000.0,116000.0,500.0,settled,211880,2009-10-04,2010-01-02,nat cat
8941,house,0c37a6e2,183190.0,433000.0,87000.0,5000.0,open,20000,2023-01-08,2023-04-08,theft
8942,house,ed9082f6,202990.0,505000.0,101000.0,2000.0,settled,200990,2021-02-11,2021-05-12,nat cat
8943,house,0b3b6c8e,192100.0,257000.0,51000.0,5000.0,settled,187100,2023-08-27,2023-11-25,water damage
8944,house,2ab2a16a,198850.0,753000.0,151000.0,5000.0,open,20000,2020-03-01,2020-05-30,theft
8945,house,f0615b43,204680.0,335000.0,67000.0,5000.0,open,20000,2018-06-28,2018-09-26,theft
8946,house,0aeed0e6,210190.0,349000.0,70000.0,1000.0,settled,209190,2023-03-20,2023-06-18,fire
8947,house,b841c332,187770.0,394000.0,79000.0,1000.0,settled,186770,2015-06-16,2015-09-14,water damage
8948,house,5912a3e3,209360.0,672000.0,134000.0,1000.0,settled,208360,2014-11-29,2015-02-27,other
8949,house,187a1b75,181170.0,500000.0,100000.0,2000.0,settled,179170,2020-01-02,2020-04-01,water damage
8950,house,effe2c8f,217030.0,367000.0,73000.0,2000.0,settled,215030,2015-05-24,2015-08-22,other
8951,house,165cef1b,232650.0,563000.0,113000.0,2000.0,settled,230650,2018-07-04,2018-10-02,nat cat
8952,house,a5840d5c,216080.0,389000.0,78000.0,2000.0,settled,214080,2011-08-16,2011-11-14,fire
8953,house,3bb9a1ac,195110.0,531000.0,106000.0,1000.0,settled,194110,2005-11-01,2006-01-30,water damage
8954,house,e4abf96b,192510.0,83000.0,17000.0,500.0,settled,192010,2017-07-24,2017-10-22,water damage
8955,house,6131b52c,183520.0,492000.0,98000.0,5000.0,under investigation,0,2015-08-06,,nat cat
8956,house,9d4357c0,210710.0,669000.0,134000.0,5000.0,open,20000,2015-01-30,2015-04-30,theft
8957,house,2897e411,200230.0,336000.0,67000.0,1000.0,settled,199230,2014-07-22,2014-10-20,nat cat
8958,house,2a56ec86,208950.0,514000.0,103000.0,1000.0,under investigation,0,2017-04-20,,fire
8959,house,610d6474,175280.0,423000.0,85000.0,500.0,settled,174780,2019-06-25,2019-09-23,nat cat
8960,house,0d7a2e77,208020.0,450000.0,90000.0,2000.0,settled,206020,2023-09-06,2023-12-05,nat cat
8961,house,6790dfad,219130.0,524000.0,105000.0,1000.0,under investigation,0,2015-05-29,,water damage
8962,house,043a2d1c,208320.0,678000.0,136000.0,500.0,settled,207820,2018-09-22,2018-12-21,fire
8963,house,9c9bc18c,216850.0,402000.0,80000.0,1000.0,settled,215850,2022-10-04,2023-01-02,nat cat
8964,house,dd54c2b0,229350.0,658000.0,132000.0,1000.0,settled,228350,2018-08-23,2018-11-21,water damage
8965,house,3ca7337e,210160.0,575000.0,115000.0,2000.0,settled,208160,2017-03-27,2017-06-25,water damage
8966,house,ea00ca05,206350.0,558000.0,112000.0,500.0,settled,205850,2006-10-07,2007-01-05,water damage
8967,house,7bf0d98d,206630.0,347000.0,69000.0,2000.0,settled,204630,2012-10-11,2013-01-09,water damage
8968,house,ff1ed507,202960.0,525000.0,105000.0,2000.0,open,20000,2012-04-07,2012-07-06,theft
8969,house,9edeb734,199050.0,436000.0,87000.0,1000.0,settled,198050,2016-01-21,2016-04-20,water damage
8970,house,4329d3f2,183850.0,579000.0,116000.0,500.0,settled,183350,2009-08-11,2009-11-09,other
8971,house,e34c0ea5,199220.0,423000.0,85000.0,5000.0,settled,194220,2016-12-11,2017-03-11,water damage
8972,house,47b00325,205920.0,342000.0,68000.0,2000.0,denied,0,2020-08-03,,fire
8973,house,ba85ce2e,217540.0,345000.0,69000.0,500.0,settled,217040,2008-01-07,2008-04-06,other
8974,house,0b498740,190510.0,425000.0,85000.0,500.0,under investigation,0,2020-08-06,,fire
8975,house,41d389a5,195960.0,377000.0,75000.0,5000.0,settled,190960,2011-03-21,2011-06-19,other
8976,house,adbe1d76,175240.0,642000.0,128000.0,2000.0,settled,173240,2006-03-21,2006-06-19,fire
8977,house,1740feb2,184120.0,494000.0,99000.0,5000.0,settled,179120,2015-03-30,2015-06-28,fire
8978,house,bd04f89f,211530.0,570000.0,114000.0,5000.0,settled,206530,2011-02-22,2011-05-23,fire
8979,house,304647bf,204500.0,276000.0,55000.0,500.0,settled,204000,2012-05-26,2012-08-24,water damage
8980,house,080fa01f,213320.0,551000.0,110000.0,2000.0,settled,211320,2023-06-12,2023-09-10,water damage
8981,house,28628077,210300.0,765000.0,153000.0,500.0,settled,209800,2008-09-24,2008-12-23,nat cat
8982,house,28ce0242,212840.0,329000.0,66000.0,2000.0,settled,210840,2013-04-26,2013-07-25,fire
8983,house,d0cf7ce0,190440.0,322000.0,64000.0,500.0,open,20000,2022-03-19,2022-06-17,theft
8984,house,2c6370dd,196820.0,585000.0,117000.0,500.0,open,20000,2006-06-05,2006-09-03,theft
8985,house,82d60636,191800.0,567000.0,113000.0,500.0,under investigation,0,2009-05-20,,nat cat
8986,house,af89b822,181350.0,445000.0,89000.0,1000.0,settled,180350,2006-05-15,2006-08-13,nat cat
8987,house,6d86db4f,187340.0,454000.0,91000.0,500.0,settled,186840,2016-04-25,2016-07-24,fire
8988,house,2a74e2f1,204290.0,617000.0,123000.0,1000.0,settled,203290,2014-11-20,2015-02-18,fire
8989,house,2c3d06ec,204330.0,550000.0,110000.0,2000.0,open,20000,2014-06-11,2014-09-09,theft
8990,house,227deb54,181810.0,669000.0,134000.0,5000.0,open,20000,2005-08-06,2005-11-04,theft
8991,house,e7b06667,191510.0,519000.0,104000.0,1000.0,under investigation,0,2020-11-26,,fire
8992,house,a7609f86,199090.0,428000.0,86000.0,5000.0,open,20000,2014-10-18,2015-01-16,theft
8993,house,34d6246c,197070.0,497000.0,99000.0,500.0,open,20000,2018-06-23,2018-09-21,theft
8994,house,cb827b8a,198140.0,431000.0,86000.0,500.0,settled,197640,2010-08-10,2010-11-08,fire
8995,house,c0c9dc72,191640.0,520000.0,104000.0,500.0,under investigation,0,2020-11-26,,nat cat
8996,house,53dae0dd,200710.0,169000.0,34000.0,5000.0,under investigation,0,2012-09-22,,fire
8997,house,b77ef894,177020.0,351000.0,70000.0,1000.0,settled,176020,2004-04-09,2004-07-08,water damage
8998,house,63e423f7,196270.0,333000.0,67000.0,1000.0,settled,195270,2008-12-05,2009-03-05,fire
8999,house,c5ba107d,190600.0,303000.0,61000.0,2000.0,settled,188600,2021-06-10,2021-09-08,water damage
9000,house,60892b5f,198690.0,502000.0,100000.0,2000.0,settled,196690,2020-09-30,2020-12-29,nat cat
9001,house,58442341,194680.0,533000.0,107000.0,1000.0,settled,193680,2009-07-09,2009-10-07,water damage
9002,house,29e90049,198870.0,309000.0,62000.0,500.0,settled,198370,2021-10-15,2022-01-13,fire
9003,house,8837c92a,185680.0,659000.0,132000.0,500.0,under investigation,0,2007-12-14,,fire
9004,house,36681346,207260.0,637000.0,127000.0,500.0,open,20000,2014-03-24,2014-06-22,theft
9005,house,8b419fe5,203590.0,688000.0,138000.0,2000.0,settled,201590,2021-07-23,2021-10-21,other
9006,house,02259e50,210360.0,427000.0,85000.0,5000.0,settled,205360,2012-06-23,2012-09-21,fire
9007,house,c1bb1ca8,178010.0,200000.0,40000.0,1000.0,settled,177010,2014-09-05,2014-12-04,water damage
9008,house,cda25af9,199340.0,415000.0,83000.0,2000.0,settled,197340,2020-11-29,2021-02-27,water damage
9009,house,eceb8c7c,192850.0,187000.0,37000.0,5000.0,settled,187850,2006-06-18,2006-09-16,fire
9010,house,de6dd51b,176190.0,703000.0,141000.0,500.0,settled,175690,2007-04-04,2007-07-03,other
9011,house,85c0f577,202270.0,392000.0,78000.0,2000.0,settled,200270,2023-01-25,2023-04-25,fire
9012,house,b2df0079,193900.0,446000.0,89000.0,5000.0,settled,188900,2019-01-18,2019-04-18,nat cat
9013,house,d8ac4bae,186860.0,507000.0,101000.0,2000.0,open,20000,2015-10-03,2016-01-01,theft
9014,house,1b4955b9,199750.0,495000.0,99000.0,500.0,under investigation,0,2018-12-07,,water damage
9015,house,9bc03715,193530.0,604000.0,121000.0,2000.0,settled,191530,2008-11-21,2009-02-19,water damage
9016,house,737b84f1,197170.0,363000.0,73000.0,500.0,settled,196670,2017-11-25,2018-02-23,other
9017,house,c9633afb,207250.0,362000.0,72000.0,1000.0,settled,206250,2018-06-26,2018-09-24,fire
9018,house,5fb089d3,194760.0,478000.0,96000.0,500.0,settled,194260,2020-05-28,2020-08-26,fire
9019,house,221503d7,164090.0,385000.0,77000.0,2000.0,open,20000,2004-04-02,2004-07-01,theft
9020,house,62831057,192440.0,365000.0,73000.0,1000.0,under investigation,0,2008-10-22,,fire
9021,house,22a9515e,183560.0,547000.0,109000.0,500.0,settled,183060,2020-08-23,2020-11-21,water damage
9022,house,8c86d873,211540.0,410000.0,82000.0,2000.0,settled,209540,2009-06-08,2009-09-06,fire
9023,house,1619e4a2,195420.0,509000.0,102000.0,5000.0,settled,190420,2005-04-03,2005-07-02,nat cat
9024,house,d4f00ac5,196940.0,149000.0,30000.0,500.0,settled,196440,2019-06-16,2019-09-14,water damage
9025,house,28967210,214150.0,324000.0,65000.0,2000.0,settled,212150,2004-02-10,2004-05-10,nat cat
9026,house,324baadf,186530.0,201000.0,40000.0,2000.0,settled,184530,2009-12-21,2010-03-21,water damage
9027,house,90f6bbc2,205860.0,405000.0,81000.0,1000.0,settled,204860,2013-03-13,2013-06-11,water damage
9028,house,5a572947,164580.0,205000.0,41000.0,1000.0,settled,163580,2014-02-19,2014-05-20,water damage
9029,house,a8fc4cfe,199520.0,245000.0,49000.0,1000.0,under investigation,0,2020-01-25,,nat cat
9030,house,934e687f,181480.0,421000.0,84000.0,1000.0,under investigation,0,2023-12-31,,nat cat
9031,house,86c6a1dc,198100.0,503000.0,101000.0,500.0,settled,197600,2006-01-07,2006-04-07,fire
9032,house,99611152,206920.0,392000.0,78000.0,500.0,settled,206420,2019-08-23,2019-11-21,fire
9033,house,f83dce27,195350.0,343000.0,69000.0,5000.0,settled,190350,2021-09-21,2021-12-20,fire
9034,house,8985e44a,199880.0,399000.0,80000.0,1000.0,settled,198880,2022-12-17,2023-03-17,fire
9035,house,f335acb7,227260.0,411000.0,82000.0,500.0,open,20000,2012-11-20,2013-02-18,theft
9036,house,38a7ca36,184730.0,721000.0,144000.0,5000.0,settled,179730,2017-04-27,2017-07-26,nat cat
9037,house,9bc9c0f6,181120.0,526000.0,105000.0,1000.0,settled,180120,2006-04-21,2006-07-20,water damage
9038,house,c12c77ba,195910.0,516000.0,103000.0,2000.0,settled,193910,2005-08-18,2005-11-16,nat cat
9039,house,bd405f18,190590.0,535000.0,107000.0,2000.0,settled,188590,2004-05-05,2004-08-03,nat cat
9040,house,042f1d4d,177320.0,397000.0,79000.0,500.0,open,20000,2015-09-13,2015-12-12,theft
9041,house,15c64e20,187410.0,368000.0,74000.0,1000.0,settled,186410,2012-11-29,2013-02-27,fire
9042,house,6e3b29c9,186670.0,214000.0,43000.0,1000.0,settled,185670,2010-12-08,2011-03-08,nat cat
9043,house,ca9bf6e0,183620.0,565000.0,113000.0,1000.0,under investigation,0,2023-05-20,,other
9044,house,83008a0d,234720.0,359000.0,72000.0,2000.0,settled,232720,2022-01-03,2022-04-03,fire
9045,house,2e5a07e6,199670.0,250000.0,50000.0,2000.0,under investigation,0,2005-11-28,,fire
9046,house,03dc1b61,209890.0,226000.0,45000.0,1000.0,settled,208890,2019-05-21,2019-08-19,fire
9047,house,ed81778a,198570.0,375000.0,75000.0,2000.0,settled,196570,2006-01-19,2006-04-19,fire
9048,house,791ebd4a,196270.0,228000.0,46000.0,1000.0,under investigation,0,2021-12-28,,fire
9049,house,539de70c,218030.0,471000.0,94000.0,2000.0,settled,216030,2016-12-08,2017-03-08,fire
9050,house,ff131806,183780.0,821000.0,164000.0,2000.0,open,20000,2020-01-18,2020-04-17,theft
9051,house,0170fb7b,178610.0,597000.0,119000.0,500.0,settled,178110,2008-04-22,2008-07-21,fire
9052,house,c9cfaded,203280.0,362000.0,72000.0,1000.0,open,20000,2014-12-30,2015-03-30,theft
9053,house,a2607c10,187390.0,508000.0,102000.0,1000.0,open,20000,2007-06-26,2007-09-24,theft
9054,house,a7337dfb,169240.0,474000.0,95000.0,1000.0,settled,168240,2011-03-26,2011-06-24,fire
9055,house,4a1b14c5,198800.0,306000.0,61000.0,500.0,settled,198300,2013-06-08,2013-09-06,nat cat
9056,house,1a9e1e77,219650.0,426000.0,85000.0,2000.0,settled,217650,2010-08-08,2010-11-06,water damage
9057,house,e43f07ad,196650.0,282000.0,56000.0,2000.0,settled,194650,2006-11-07,2007-02-05,water damage
9058,house,9428b828,194400.0,491000.0,98000.0,5000.0,settled,189400,2023-06-20,2023-09-18,fire
9059,house,a2a42f8e,199980.0,577000.0,115000.0,1000.0,open,20000,2021-06-16,2021-09-14,theft
9060,house,6b89c3a2,205070.0,273000.0,55000.0,500.0,settled,204570,2008-06-08,2008-09-06,nat cat
9061,house,dd0d8fbc,190720.0,645000.0,129000.0,2000.0,settled,188720,2019-05-17,2019-08-15,other
9062,house,c7467b7c,205090.0,242000.0,48000.0,2000.0,settled,203090,2006-10-26,2007-01-24,nat cat
9063,house,7e10b8dd,177530.0,196000.0,39000.0,2000.0,under investigation,0,2017-02-26,,fire
9064,house,78635dd3,211600.0,578000.0,116000.0,5000.0,under investigation,0,2017-02-21,,water damage
9065,house,3e5574c7,181760.0,374000.0,75000.0,500.0,settled,181260,2008-05-02,2008-07-31,nat cat
9066,house,0e742efb,197590.0,350000.0,70000.0,5000.0,settled,192590,2017-02-17,2017-05-18,nat cat
