"","property_type","claim_id","claim_amount","property_value","pml","deductible","claim_status","payment","incident_date","payment_date","incident_type"
"12088","house","588bd4a2",231880,429000,86000,2000,"settled",229880,2005-04-04,2005-07-03,"nat cat"
"12089","house","fcdcec47",208860,661000,132000,2000,"settled",206860,2012-03-16,2012-06-14,"nat cat"
"12090","house","ac6823c5",198790,311000,62000,5000,"settled",193790,2005-02-18,2005-05-19,"fire"
"12091","house","bff580a4",202660,134000,27000,5000,"settled",197660,2013-11-17,2014-02-15,"fire"
"12092","house","9b34adcf",207200,704000,141000,1000,"settled",206200,2021-04-24,2021-07-23,"fire"
"12093","house","ef405dd3",205140,234000,47000,2000,"settled",203140,2014-11-08,2015-02-06,"water damage"
"12094","house","ed26ac79",208900,484000,97000,2000,"settled",206900,2020-06-26,2020-09-24,"nat cat"
"12095","house","99eb697f",225980,374000,75000,5000,"settled",220980,2006-10-13,2007-01-11,"water damage"
"12096","house","6fc3dc4e",217230,496000,99000,2000,"settled",215230,2007-10-21,2008-01-19,"fire"
"12097","house","acdc0e84",219760,571000,114000,500,"settled",219260,2005-01-28,2005-04-28,"fire"
"12098","house","a853e77d",201540,659000,132000,2000,"settled",199540,2009-07-22,2009-10-20,"fire"
"12099","house","2ebcfc54",203930,468000,94000,2000,"settled",201930,2013-05-19,2013-08-17,"fire"
"12100","house","499aed87",187450,439000,88000,2000,"settled",185450,2016-05-21,2016-08-19,"nat cat"
"12101","house","0c964382",196780,490000,98000,5000,"settled",191780,2020-10-15,2021-01-13,"nat cat"
"12102","house","cce6c07c",226600,360000,72000,1000,"under investigation",0,2004-03-26,NA,"water damage"
"12103","house","b90bbb26",187850,369000,74000,1000,"settled",186850,2014-09-19,2014-12-18,"fire"
"12104","house","ac01ad28",186400,312000,62000,500,"open",20000,2014-09-21,2014-12-20,"theft"
"12105","house","38701e39",205490,439000,88000,5000,"open",20000,2021-08-15,2021-11-13,"theft"
"12106","house","07f5c852",199690,340000,68000,1000,"settled",198690,2005-02-08,2005-05-09,"water damage"
"12107","house","ebf67224",201410,234000,47000,5000,"settled",196410,2008-05-04,2008-08-02,"fire"
"12108","house","11e2a2c7",177800,676000,135000,1000,"settled",176800,2012-11-12,2013-02-10,"other"
"12109","house","bc3db5fa",213650,398000,80000,1000,"settled",212650,2011-12-23,2012-03-22,"fire"
"12110","house","08e28850",175460,478000,96000,500,"settled",174960,2005-11-01,2006-01-30,"water damage"
"12111","house","3f36ba09",209960,524000,105000,2000,"settled",207960,2004-06-05,2004-09-03,"fire"
"12112","house","1ce5866e",188200,520000,104000,2000,"settled",186200,2010-08-05,2010-11-03,"fire"
"12113","house","03d29ccb",206300,534000,107000,2000,"settled",204300,2014-09-26,2014-12-25,"other"
"12114","house","dc93b1fb",203460,179000,36000,5000,"under investigation",0,2018-01-12,NA,"water damage"
"12115","house","f553d7d1",197660,491000,98000,1000,"settled",196660,2023-10-17,2024-01-15,"fire"
"12116","house","64f69dff",215920,313000,63000,1000,"settled",214920,2008-03-12,2008-06-10,"nat cat"
"12117","house","8dbb1b76",201010,461000,92000,1000,"settled",200010,2023-08-04,2023-11-02,"fire"
"12118","house","8d6470c8",192190,101000,20000,500,"under investigation",0,2006-07-25,NA,"nat cat"
"12119","house","a6e93e94",180250,454000,91000,1000,"settled",179250,2017-05-15,2017-08-13,"nat cat"
"12120","house","70a5a6b4",213100,325000,65000,1000,"under investigation",0,2017-12-29,NA,"nat cat"
"12121","house","37289d30",210180,409000,82000,1000,"settled",209180,2022-02-15,2022-05-16,"nat cat"
"12122","house","4e72d824",201990,237000,47000,5000,"settled",196990,2022-06-11,2022-09-09,"fire"
"12123","house","48fb20a1",182660,350000,70000,1000,"settled",181660,2012-05-24,2012-08-22,"other"
"12124","house","2a05cab4",193300,586000,117000,5000,"open",20000,2004-11-03,2005-02-01,"theft"
"12125","house","ac8079e3",197120,557000,111000,5000,"settled",192120,2010-01-05,2010-04-05,"other"
"12126","house","63920448",190590,714000,143000,2000,"settled",188590,2012-11-02,2013-01-31,"fire"
"12127","house","13d648d8",187870,449000,90000,5000,"under investigation",0,2019-12-19,NA,"fire"
"12128","house","9932154c",177260,678000,136000,1000,"denied",0,2007-08-08,NA,"nat cat"
"12129","house","4d4210ae",223540,534000,107000,5000,"settled",218540,2010-07-02,2010-09-30,"water damage"
"12130","house","f4c61484",199710,543000,109000,1000,"settled",198710,2020-05-15,2020-08-13,"nat cat"
"12131","house","b9a72467",186460,643000,129000,1000,"settled",185460,2013-11-28,2014-02-26,"water damage"
"12132","house","1578d6e9",212970,294000,59000,5000,"denied",0,2022-03-10,NA,"nat cat"
"12133","house","740f2b49",207180,283000,57000,500,"settled",206680,2023-02-25,2023-05-26,"fire"
"12134","house","64a7cabf",199320,485000,97000,5000,"under investigation",0,2015-03-20,NA,"nat cat"
"12135","house","208f2104",204650,594000,119000,5000,"settled",199650,2008-05-03,2008-08-01,"nat cat"
"12136","house","212dcb74",183300,518000,104000,500,"settled",182800,2009-01-17,2009-04-17,"water damage"
"12137","house","18f32f10",187750,337000,67000,2000,"settled",185750,2010-02-23,2010-05-24,"fire"
"12138","house","fd5e4317",196070,184000,37000,1000,"under investigation",0,2014-03-11,NA,"nat cat"
"12139","house","70927498",193860,298000,60000,500,"settled",193360,2014-01-22,2014-04-22,"fire"
"12140","house","49a3c193",195600,470000,94000,1000,"settled",194600,2015-08-18,2015-11-16,"water damage"
"12141","house","e818eb15",197850,226000,45000,1000,"denied",0,2022-11-18,NA,"fire"
"12142","house","0a57d64d",210170,427000,85000,500,"settled",209670,2023-10-04,2024-01-02,"fire"
"12143","house","23b01aff",204270,383000,77000,2000,"open",20000,2012-10-03,2013-01-01,"theft"
"12144","house","ace14c90",227330,791000,158000,5000,"under investigation",0,2019-02-26,NA,"water damage"
"12145","house","29b1b127",200910,465000,93000,5000,"settled",195910,2005-12-10,2006-03-10,"water damage"
"12146","house","738c2c02",186770,541000,108000,1000,"settled",185770,2022-11-05,2023-02-03,"fire"
"12147","house","dc8cdf94",209760,516000,103000,1000,"settled",208760,2021-02-03,2021-05-04,"nat cat"
"12148","house","0d666773",206410,519000,104000,1000,"settled",205410,2010-09-13,2010-12-12,"fire"
"12149","house","d4a9e093",175060,123000,25000,1000,"settled",174060,2022-12-28,2023-03-28,"fire"
"12150","house","c2934896",188730,508000,102000,500,"under investigation",0,2021-05-27,NA,"fire"
"12151","house","8ecc7a10",192920,484000,97000,2000,"open",20000,2014-08-12,2014-11-10,"theft"
"12152","house","16173f6e",195960,506000,101000,2000,"settled",193960,2010-10-21,2011-01-19,"fire"
"12153","house","0b514766",195470,266000,53000,1000,"settled",194470,2013-04-20,2013-07-19,"water damage"
"12154","house","5e69f179",192880,336000,67000,500,"settled",192380,2009-11-08,2010-02-06,"water damage"
"12155","house","b76b11fa",203930,276000,55000,1000,"settled",202930,2014-11-08,2015-02-06,"fire"
"12156","house","4a38a760",187030,466000,93000,2000,"denied",0,2010-12-28,NA,"fire"
"12157","house","5c9e8827",195890,512000,102000,2000,"under investigation",0,2004-06-04,NA,"nat cat"
"12158","house","00eea9c5",203190,139000,28000,5000,"denied",0,2022-09-15,NA,"fire"
"12159","house","f4920475",190520,535000,107000,1000,"settled",189520,2023-01-20,2023-04-20,"other"
"12160","house","52900dd9",203000,559000,112000,5000,"settled",198000,2010-11-15,2011-02-13,"other"
"12161","house","21b1bc10",181840,444000,89000,5000,"settled",176840,2022-05-09,2022-08-07,"other"
"12162","house","3c282cb1",187740,536000,107000,1000,"settled",186740,2015-06-13,2015-09-11,"water damage"
"12163","house","168f372d",210360,477000,95000,5000,"settled",205360,2004-05-19,2004-08-17,"fire"
"12164","house","54547fc3",188940,506000,101000,5000,"settled",183940,2014-01-25,2014-04-25,"fire"
"12165","house","2c810b58",221150,628000,126000,1000,"settled",220150,2020-06-02,2020-08-31,"water damage"
"12166","house","14449a20",197290,471000,94000,2000,"under investigation",0,2007-11-17,NA,"fire"
"12167","house","99624ae6",215410,447000,89000,1000,"settled",214410,2013-11-24,2014-02-22,"fire"
"12168","house","2380e945",214000,267000,53000,500,"settled",213500,2022-04-14,2022-07-13,"water damage"
"12169","house","7b921d66",210110,383000,77000,1000,"settled",209110,2009-07-12,2009-10-10,"fire"
"12170","house","c478f1da",206540,434000,87000,5000,"settled",201540,2021-09-09,2021-12-08,"water damage"
"12171","house","161811b2",216090,335000,67000,500,"under investigation",0,2008-12-18,NA,"fire"
"12172","house","3facfe86",206610,425000,85000,5000,"settled",201610,2020-05-24,2020-08-22,"nat cat"
"12173","house","e8fff9a9",206680,331000,66000,2000,"denied",0,2011-04-22,NA,"other"
"12174","house","42dfa03a",212120,570000,114000,5000,"settled",207120,2015-04-26,2015-07-25,"water damage"
"12175","house","71cda2d5",220620,524000,105000,500,"under investigation",0,2020-06-18,NA,"fire"
"12176","house","e3a78732",207580,322000,64000,500,"under investigation",0,2013-04-24,NA,"water damage"
"12177","house","f2b37d29",195920,542000,108000,2000,"under investigation",0,2017-08-13,NA,"fire"
"12178","house","9f28d1d7",212130,273000,55000,2000,"settled",210130,2023-08-24,2023-11-22,"water damage"
"12179","house","7c28f448",208380,371000,74000,2000,"settled",206380,2014-02-17,2014-05-18,"water damage"
"12180","house","0b875501",194520,239000,48000,1000,"settled",193520,2009-02-08,2009-05-09,"fire"
"12181","house","93ec5cdf",190150,357000,71000,2000,"settled",188150,2006-10-26,2007-01-24,"nat cat"
"12182","house","2eb9e31c",197590,416000,83000,500,"denied",0,2016-05-06,NA,"fire"
"12183","house","587aaa2d",201940,468000,94000,500,"settled",201440,2022-09-20,2022-12-19,"fire"
"12184","house","ebf8678f",195200,550000,110000,500,"settled",194700,2022-10-12,2023-01-10,"nat cat"
"12185","house","f870a7b6",200510,227000,45000,1000,"settled",199510,2012-08-23,2012-11-21,"water damage"
"12186","house","f68d3339",214100,286000,57000,5000,"settled",209100,2016-11-04,2017-02-02,"nat cat"
"12187","house","b1743ae1",209650,507000,101000,5000,"under investigation",0,2021-05-14,NA,"fire"
"12188","house","2b297ab4",192940,580000,116000,1000,"settled",191940,2016-01-26,2016-04-25,"nat cat"
"12189","house","f748462c",183580,107000,21000,2000,"open",20000,2007-09-30,2007-12-29,"theft"
"12190","house","c08031f9",204360,556000,111000,1000,"under investigation",0,2012-01-09,NA,"fire"
"12191","house","0006c9f5",179800,583000,117000,2000,"settled",177800,2004-03-27,2004-06-25,"fire"
"12192","house","62b955ab",187800,297000,59000,500,"settled",187300,2017-10-17,2018-01-15,"other"
"12193","house","9d7ef0aa",203840,509000,102000,2000,"under investigation",0,2016-04-08,NA,"water damage"
"12194","house","cb6f871d",188780,459000,92000,2000,"settled",186780,2012-07-24,2012-10-22,"water damage"
"12195","house","2b8e30e8",195000,410000,82000,1000,"settled",194000,2022-03-09,2022-06-07,"fire"
"12196","house","bde848a4",205850,472000,94000,500,"settled",205350,2007-02-06,2007-05-07,"fire"
"12197","house","e22fe147",202170,293000,59000,1000,"settled",201170,2006-08-21,2006-11-19,"water damage"
"12198","house","bac046c1",223030,419000,84000,1000,"settled",222030,2020-07-30,2020-10-28,"water damage"
"12199","house","a9b5cf45",210540,422000,84000,5000,"settled",205540,2014-07-12,2014-10-10,"water damage"
"12200","house","4712ba60",186740,330000,66000,2000,"settled",184740,2019-06-08,2019-09-06,"fire"
"12201","house","8ff488b5",185140,474000,95000,1000,"settled",184140,2013-11-01,2014-01-30,"other"
"12202","house","bbc24e4f",212720,553000,111000,5000,"settled",207720,2004-12-01,2005-03-01,"fire"
"12203","house","db2241dc",181590,377000,75000,500,"settled",181090,2013-10-13,2014-01-11,"nat cat"
"12204","house","a0e42883",177860,474000,95000,5000,"settled",172860,2020-04-07,2020-07-06,"fire"
"12205","house","65deda5c",201320,530000,106000,5000,"settled",196320,2017-08-31,2017-11-29,"fire"
"12206","house","81fc4456",191200,410000,82000,1000,"open",20000,2023-01-06,2023-04-06,"theft"
"12207","house","eddb4abf",204650,138000,28000,2000,"under investigation",0,2005-03-07,NA,"water damage"
"12208","house","4597c442",192350,381000,76000,1000,"settled",191350,2008-04-20,2008-07-19,"fire"
"12209","house","59c12bce",177190,459000,92000,500,"settled",176690,2007-08-23,2007-11-21,"nat cat"
"12210","house","9e825a5b",200910,531000,106000,500,"under investigation",0,2004-09-27,NA,"fire"
"12211","house","15f7c168",201720,395000,79000,2000,"settled",199720,2021-02-01,2021-05-02,"water damage"
"12212","house","c173f280",229820,111000,22000,500,"under investigation",0,2011-05-29,NA,"other"
"12213","house","fa9f3f02",221760,534000,107000,500,"settled",221260,2005-04-11,2005-07-10,"fire"
"12214","house","20bf8a53",216790,435000,87000,5000,"settled",211790,2010-01-16,2010-04-16,"fire"
"12215","house","a5aa75ba",197080,371000,74000,5000,"settled",192080,2014-02-22,2014-05-23,"water damage"
"12216","house","0a4bfa88",215680,294000,59000,2000,"settled",213680,2020-09-27,2020-12-26,"water damage"
"12217","house","aa3c88a6",220180,270000,54000,5000,"settled",215180,2005-02-04,2005-05-05,"nat cat"
"12218","house","0bbbcd4f",206430,412000,82000,500,"settled",205930,2015-10-08,2016-01-06,"fire"
"12219","house","9c75654d",198490,430000,86000,500,"settled",197990,2011-06-18,2011-09-16,"other"
"12220","house","707509a1",187870,648000,130000,500,"settled",187370,2023-09-03,2023-12-02,"water damage"
"12221","house","b14bd575",196360,199000,40000,1000,"settled",195360,2022-06-16,2022-09-14,"fire"
"12222","house","7679c917",229050,353000,71000,500,"under investigation",0,2020-10-28,NA,"nat cat"
"12223","house","020e0089",236940,460000,92000,5000,"settled",231940,2005-06-01,2005-08-30,"water damage"
"12224","house","feea1486",190260,538000,108000,500,"settled",189760,2007-04-28,2007-07-27,"nat cat"
"12225","house","e38d51fb",218660,686000,137000,500,"settled",218160,2018-12-18,2019-03-18,"fire"
"12226","house","5996217e",199870,350000,70000,500,"settled",199370,2005-03-21,2005-06-19,"fire"
"12227","house","1a3e5b78",171250,328000,66000,1000,"settled",170250,2012-04-22,2012-07-21,"fire"
"12228","house","f8c41a6e",231700,444000,89000,1000,"settled",230700,2011-11-26,2012-02-24,"fire"
"12229","house","2416a9b0",215420,6e+05,120000,2000,"settled",213420,2007-09-10,2007-12-09,"other"
"12230","house","39a2770c",184630,275000,55000,5000,"settled",179630,2023-06-06,2023-09-04,"nat cat"
"12231","house","760a069e",195750,642000,128000,500,"under investigation",0,2007-07-21,NA,"fire"
"12232","house","27822f5f",214950,346000,69000,5000,"settled",209950,2008-12-14,2009-03-14,"nat cat"
"12233","house","f4bf1830",198740,323000,65000,1000,"settled",197740,2015-09-07,2015-12-06,"fire"
"12234","house","39d037be",206300,578000,116000,2000,"settled",204300,2015-01-20,2015-04-20,"nat cat"
"12235","house","b947f249",194630,262000,52000,2000,"settled",192630,2004-02-13,2004-05-13,"water damage"
"12236","house","53ac61cf",206100,129000,26000,1000,"settled",205100,2013-02-17,2013-05-18,"fire"
"12237","house","46351c85",192590,350000,70000,2000,"settled",190590,2012-11-15,2013-02-13,"nat cat"
"12238","house","3f89fd33",196250,394000,79000,5000,"under investigation",0,2019-11-01,NA,"other"
"12239","house","fdb8df58",181650,381000,76000,1000,"settled",180650,2012-02-06,2012-05-06,"nat cat"
"12240","house","a0522ed5",195580,427000,85000,2000,"settled",193580,2018-02-01,2018-05-02,"nat cat"
"12241","house","51b0202a",228070,267000,53000,2000,"under investigation",0,2018-12-16,NA,"water damage"
"12242","house","ab7de64a",197530,638000,128000,2000,"settled",195530,2008-06-16,2008-09-14,"nat cat"
"12243","house","433e9c72",186130,185000,37000,500,"settled",185630,2016-10-15,2017-01-13,"fire"
"12244","house","e0f30869",193830,424000,85000,1000,"settled",192830,2014-08-12,2014-11-10,"nat cat"
"12245","house","71961419",198100,417000,83000,500,"settled",197600,2016-11-21,2017-02-19,"nat cat"
"12246","house","d2cf1e65",199300,585000,117000,5000,"settled",194300,2008-03-15,2008-06-13,"fire"
"12247","house","ec5e2bba",220490,287000,57000,5000,"settled",215490,2008-03-21,2008-06-19,"water damage"
"12248","house","f79fd499",195980,165000,33000,500,"settled",195480,2013-02-03,2013-05-04,"other"
"12249","house","86dbd83d",191850,371000,74000,500,"under investigation",0,2017-04-12,NA,"fire"
"12250","house","6b852cd7",196970,477000,95000,5000,"settled",191970,2023-07-25,2023-10-23,"water damage"
"12251","house","c52a6a16",214610,371000,74000,5000,"settled",209610,2021-09-13,2021-12-12,"fire"
"12252","house","234cb8c1",190400,537000,107000,5000,"under investigation",0,2022-01-06,NA,"other"
"12253","house","351269cb",221020,527000,105000,2000,"settled",219020,2006-03-09,2006-06-07,"water damage"
"12254","house","3440d6b6",191770,281000,56000,500,"settled",191270,2014-01-05,2014-04-05,"fire"
"12255","house","7dcd2080",201530,346000,69000,2000,"settled",199530,2008-05-17,2008-08-15,"nat cat"
"12256","house","3422d7a8",217620,-8000,-2000,2000,"settled",215620,2004-05-03,2004-08-01,"water damage"
"12257","house","a6add3fe",216620,464000,93000,1000,"settled",215620,2014-10-11,2015-01-09,"water damage"
